id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,residuals,internal_msg
47,DEVGLA1NE,4,24,0,first_order,0.0,0.035,30,1.7513201555630076e-7,0.01,57,36,78,0,0,39,0,0,33,0,0,0,0,0,0,0,0,0,0,,"[3.520532971612936e-8, -1.0558765113351069e-7, -1.6505630052608602e-7, -2.4147319714677663e-7, -2.858473086132645e-7, -2.937596637696662e-7, -2.0909904989571074e-7, -1.7265932503250214e-7, -1.0542669308887496e-7, -2.9155450736724313e-8, -3.4547091192003825e-8, 2.027217400381049e-8, 6.869459552225326e-8, 2.983636595286273e-8, 9.299687542949271e-8, 2.0639729818425125e-8, -2.9886112822883975e-8, -2.4051873141929395e-8, -5.716835890269556e-8, -1.6276864290887304e-7, 2.7670065821049604e-7, -2.7719136814086803e-7, 1.1523826145941199e-7, 2.741734710217991e-7]",Solve_Succeeded
48,CUBENE,2,2,0,first_order,0.0,0.001,3,1.9428902931470354e-16,0.01,7,9,7,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,,"[6.938893903907228e-18, 2.682701602366152e-30]",Solve_Succeeded
49,HS40,4,3,0,first_order,-0.25000238484329107,0.003,3,2.342942703181805e-7,0.001,7,11,7,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,,"[-4.8447363948725465e-6, -1.3619016957824555e-8, 1.5202196538096529e-7]",Solve_Succeeded
50,ELATVIDUNE,2,3,0,max_iter,0.0,19.107,51979,4.9127786104800177e8,1.0,52023,52021,52023,0,0,52042,0,0,52000,0,0,0,0,0,0,0,0,0,0,,"[3.953806132181016, 3.975880886032672, -4.828137048581023]",Solve_Failed
51,HATFLDF,3,3,0,max_iter,0.0,10.382000000000001,27145,6.299530764972579e9,0.001,27789,27190,27809,0,0,27211,0,0,27169,0,0,0,0,0,0,0,0,0,0,,"[0.0031457632772963155, -0.006299530764030244, 0.003153456029802289]",Solve_Failed
52,MOREBVNE,10,10,0,first_order,0.0,0.004,3,1.0318160737118192e-7,0.0001,8,13,8,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,,"[3.551890632213562e-6, 6.976587944857956e-6, 9.863420332915593e-6, 1.168743620434036e-5, 1.2024399327673595e-5, 1.0728250814481268e-5, 8.01556009043193e-6, 4.416884481230857e-6, 5.537224017898325e-7, 3.2793317080309636e-6]",Solve_Succeeded
53,KOWOSBNE,4,11,0,max_iter,0.0,3.6000000000000005,8427,818066.1775526232,0.01,10020,8479,10020,0,0,8500,0,0,8458,0,0,0,0,0,0,0,0,0,0,,"[-0.01446797124014607, 0.0017337455310398758, 0.0076631159272882235, 0.030515229792042447, -0.0057565596236087155, -0.006795399887883718, -0.011519579583033587, 0.00023641875209429023, -0.00690960503856363, -0.011383233444539282, -0.006621054670747203]",Solve_Failed
54,COOLHANS,9,9,0,first_order,0.0,0.028,47,1.9508433372606214e-5,0.0001,117,57,117,0,0,62,0,0,52,0,0,0,0,0,0,0,0,0,0,,"[6.735767152922657e-10, -2.137264049563884e-11, -2.0786262676124677e-11, 7.385329308454144e-8, -4.969482968239822e-10, -5.728433472366345e-10, -8.20120907149381e-8, 5.352884690987902e-10, 6.208250854064122e-10]",Solve_Succeeded
55,HS8,2,2,0,first_order,-1.0,0.003,4,8.469263581079657e-5,0.01,7,10,7,0,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,,"[-3.742527870238306e-5, 9.681932625637104e-5]",Solve_Succeeded
56,BT8,5,2,0,first_order,0.9999998648886748,0.005,8,3.806317143320581e-6,1.0e-5,14,20,14,0,0,26,0,0,14,0,0,0,0,0,0,0,0,0,0,,"[-2.7306667963940208e-5, 1.3659003446822128e-5]",Solve_Succeeded
57,BT1,2,1,0,first_order,-0.9999114031518133,0.016,40,1.1762610798511102e-5,1.0000000000000002e-6,58,54,58,0,0,61,0,0,47,0,0,0,0,0,0,0,0,0,0,,[-8.904205801580874e-7],Solve_Succeeded
58,LSC2,3,6,0,max_iter,0.0,0.4720000000000002,817,4.886453864151848e13,1.0,2629,875,2778,0,0,900,0,0,856,0,0,0,0,0,0,0,0,0,0,,"[0.7110997882445915, -2.0855561139473306, -1.6549375759049383, -0.27240640096550656, 1.3628741957248243, 1.951461005217738]",Solve_Failed
59,MISRA1A,2,14,0,max_iter,0.0,0.6720000000000002,1174,201368.104364974,0.1,6437,1227,6440,0,0,1249,0,0,1206,0,0,0,0,0,0,0,0,0,0,,"[0.0837336269592587, 0.09324728745619432, 0.09327747942825285, 0.11981591945607377, 0.06631263520276398, 0.055613529419020695, 0.04294938100284268, -0.08642361655330352, -0.07467418167098497, -0.13191565609670808, -0.0897918073945613, -0.12381115727475808, 0.07620822203247711, 0.12964223876718928]",Solve_Failed
60,DEVGLA2NE,5,16,0,first_order,0.0,0.015,18,3.4783995968226547e-6,0.001,27,26,30,0,0,30,0,0,22,0,0,0,0,0,0,0,0,0,0,,"[0.0, -1.2805950910062345e-5, 1.3317641949080151e-6, 1.1040735801679056e-5, 6.644420349128646e-6, -1.7067207569125683e-6, -6.611395118179177e-6, -7.103224015110338e-6, -4.819117873009946e-6, -1.6269871902658813e-6, 1.6352179870945146e-6, 4.512910113132454e-6, 6.652751612537403e-6, 6.567025605086702e-6, 1.7830140203551145e-6, -1.152931338709029e-5]",Solve_Succeeded
61,CERI651C,7,56,0,exception,Inf,Inf,0,Inf,Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TypeError(Symbol(""keyword argument""), :dual_feas, Float64, :inf)",,
62,EGGCRATENE,2,4,0,max_iter,0.0,19.317999999999998,51722,3.7603937339006865e8,1.0,51743,51764,51743,0,0,51785,0,0,51743,0,0,0,0,0,0,0,0,0,0,,"[-7.52078749851355e-5, -3.0195505530055957, -0.0003760393745711836, -0.6086968568237623]",Solve_Failed
63,RECIPE,3,3,0,first_order,0.0,0.005,8,7.93576954766884e-5,0.0001,13,18,13,0,0,23,0,0,13,0,0,0,0,0,0,0,0,0,0,,"[-8.422107194490667e-12, 6.076578465314948e-5, 5.041651314379988e-8]",Solve_Succeeded
64,HATFLDFLNE,3,3,0,max_iter,0.0,11.372,30086,6.004838420712377e9,0.001,30309,30129,30311,0,0,30150,0,0,30108,0,0,0,0,0,0,0,0,0,0,,"[0.0030039315333184953, -0.006004838418759807, 0.003000907191891945]",Solve_Failed
65,DENSCHNENE,3,3,0,first_order,0.0,0.024,61,8.187894806610529e-16,0.001,68,71,68,0,0,76,0,0,66,0,0,0,0,0,0,0,0,0,0,,"[-1.2334456585643579e-8, 5.039632071840821e-9, 6.311923555109462e-5]",Solve_Succeeded
66,PRICE4NE,2,2,0,first_order,0.0,0.004,8,3.486418053403555e-5,0.001,12,16,12,0,0,20,0,0,12,0,0,0,0,0,0,0,0,0,0,,"[5.958758827275195e-6, 6.357254041049112e-10]",Solve_Succeeded
67,CHNRSBNE,50,98,0,first_order,0.0,0.035,33,9.657167232557384e-8,0.001,55,41,56,0,0,45,0,0,37,0,0,0,0,0,0,0,0,0,0,,"[-3.804230907422458e-12, -1.3885228524997243e-9, -7.028084067414011e-12, -7.0181452324681e-10, -2.024722670646797e-12, -3.7024308002266085e-10, -2.050884590928293e-12, -1.9557123840375206e-10, -1.5511678694245895e-12, -1.2370093169660875e-10, -1.467958559418235e-12, -7.380190620488782e-11, -2.070506591266214e-12, -1.1629892178703732e-10, -1.5789341842438068e-12, -2.893137246709654e-10, -1.4664527572333827e-12, -5.451391208663446e-10, -1.0940312489784177e-12, -7.262475916417921e-10, -1.5561974098751676e-12, -1.1896237518529485e-9, -1.6761065792927829e-12, -3.3855574423448074e-9, -2.3599018241772165e-12, -7.514751116868069e-9, -2.90842296700911e-12, -1.693382891732069e-8, -3.585895607891516e-12, -3.579301423556326e-8, -6.563411592451324e-12, -5.867063300888162e-8, -1.241431614791023e-11, -6.557130321481361e-7, -2.4846847681599066e-11, -8.42041412212028e-7, -5.1265856686684354e-11, -4.01715491713706e-7, -1.0815986158159287e-10, -1.969493053738958e-7, -2.3072876828385396e-10, -8.643946464248607e-8, -4.681078390481321e-10, -4.1001923671718724e-8, -1.003097530485545e-9, -1.9603701046941264e-8, -2.0902243316275927e-9, -9.456827203733299e-9, -4.618088063129151e-9, -1.7696332363537483e-9, -1.7511111771352618e-9, -4.4304551927641815e-9, -5.38007557290183e-10, -1.0098853468529882e-8, -3.344509672625353e-10, -2.235559060389983e-8, -7.317620918200918e-11, -7.264377111767697e-8, -7.204728531075705e-11, -6.064366314530807e-8, -2.814088347754594e-11, -2.066550602256751e-7, -7.860857105824198e-12, 2.0284075779648694e-6, -2.1860101011097807e-13, 2.4891263324947543e-6, 4.275033779723121e-12, 4.5626100295644077e-7, 4.867016314745934e-12, 2.62206820497318e-7, 1.1154687270706726e-11, 1.2646785733966037e-7, 1.0143641400105975e-11, 5.821477740440006e-8, 7.144562991473957e-12, 2.7906549323161405e-8, 8.617655709715087e-12, 1.0579081154229858e-8, 5.560353721898998e-12, 5.444103613966838e-9, 1.0297627682655008e-11, 3.5242334556783383e-9, 1.014841157714284e-11, 1.8493127371963577e-9, 1.2810285837750335e-11, 7.622204724344274e-10, 6.923193188083283e-12, 2.1512482634032734e-10, 9.806188114568534e-12, 2.4878321117291447e-10, 1.2752911380070119e-11, 1.4627691398143424e-10, 1.1191849963863798e-11, 2.1650187804920695e-10, 2.887523637618367e-11, 1.4463779715859422e-10, 3.4820868996088566e-12, 9.207704458699541e-35]",Solve_Succeeded
68,BROWNBSNE,2,3,0,max_iter,0.0,23.994,63000,5.921894681373395e15,10.0,63040,60044,63044,0,0,63064,0,0,63020,0,0,0,0,0,0,0,0,0,0,,"[5921.894681373394, -1.2093562526240141e-8, -0.0001781563598903517]",Solve_Failed
69,BYRDSPHR,3,2,0,first_order,-4.683309885826702,0.005,7,3.187069127519315e-5,0.01,15,13,15,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,,"[3.400332825134918e-5, -1.955492227533051e-5]",Solve_Succeeded
70,RAT43,4,15,0,max_iter,0.0,25.579,46223,9.213104600086807e9,10.0,60119,46271,60119,0,0,46292,0,0,46250,0,0,0,0,0,0,0,0,0,0,,"[-407.22454549276455, -389.47454549276455, -357.5045454927645, -326.10454549276454, -231.75454549276452, -97.10454549276453, -36.43454549276453, 97.22545450723545, 166.72545450723544, 228.61545450723543, 301.6254545072354, 276.2554545072354, 266.6554545072355, 214.2554545072354, 294.10545450723544]",Solve_Failed
71,LUKSAN21,100,100,0,first_order,0.0,0.012,8,2.762479958590758e-7,0.001,14,16,15,0,0,20,0,0,12,0,0,0,0,0,0,0,0,0,0,,"[-5.913580941976358e-10, -1.1843310957186725e-9, -1.7908814254082533e-9, -2.4390091315636777e-9, -3.1739885030192196e-9, -4.0584074626343375e-9, -5.173444443124967e-9, -6.622683425214332e-9, -8.538998348945904e-9, -1.1094796018007612e-8, -1.4516044810793539e-8, -1.9100846394992696e-8, -2.524371618394174e-8, -3.3467189531766294e-8, -4.446286943760395e-8, -5.9144595475574355e-8, -7.871705516440774e-8, -1.0476387328227708e-7, -1.393599706406637e-7, -1.8521370283729068e-7, -2.458448205231612e-7, -3.258043618749456e-7, -4.309417307566028e-7, -5.687216619714823e-7, -7.485882993814256e-7, -9.823632960874595e-7, -1.2846467968818107e-6, -1.6731601904052072e-6, -2.16892190322166e-6, -2.7960751590492368e-6, -3.581082252258666e-6, -4.550859296139048e-6, -5.729254821833772e-6, -7.131105883145523e-6, -8.75301810435603e-6, -1.0560191128578412e-5, -1.2469409296967607e-5, -1.433040111594808e-5, -1.591213952593191e-5, -1.6908086292622727e-5, -1.6983118973558364e-5, -1.5885709980417544e-5, -1.3621861706834913e-5, -1.0615659373821012e-5, -7.698020715687405e-6, -5.78661839743767e-6, -5.346382368700761e-6, -6.018908450680996e-6, -6.82012280706773e-6, -6.865608009524668e-6, -6.062568971801352e-6, -5.173498414262796e-6, -5.201464760378003e-6, -6.637802032681138e-6, -9.169471393545786e-6, -1.196804869786584e-5, -1.420917554398847e-5, -1.5421721568952863e-5, -1.55384718475691e-5, -1.4760385855294277e-5, -1.33901647402946e-5, -1.1717752808873029e-5, -9.968217358902751e-6, -8.291869491472534e-6, -6.774806042238028e-6, -5.455708123501589e-6, -4.341902136343809e-6, -3.4221106718245104e-6, -2.675526539921443e-6, -2.077745050391432e-6, -1.6043321622838776e-6, -1.2327571053051707e-6, -9.432682159498987e-7, -7.19130027794573e-7, -5.465039383823171e-7, -4.1415282089779537e-7, -3.1307878575765915e-7, -2.3615620814472228e-7, -1.7779232779991592e-7, -1.336296488582509e-7, -1.0029393275835847e-7, -7.518595406024121e-8, -5.6312491375354064e-8, -4.21510365822344e-8, -3.154266163985768e-8, -2.3607917576338686e-8, -1.7681280338601124e-8, -1.3260347583920257e-8, -9.96664820820752e-9, -7.515513934979802e-9, -5.692967971389053e-9, -4.338012856504932e-9, -3.3290602046794986e-9, -2.573557414677481e-9, -2.0001476731324463e-9, -1.5529574487338144e-9, -1.1878153938416216e-9, -8.702912797654317e-10, -5.752748109263818e-10, -2.8729324636406904e-10]",Solve_Succeeded
72,HS50,5,3,0,first_order,2.807513515260599e-9,0.005,8,1.2957128672418757e-6,0.001,12,16,12,0,0,20,0,0,12,0,0,0,0,0,0,0,0,0,0,,"[7.542043801783888e-5, -7.084656329179088e-5, -4.573874726048334e-6]",Solve_Succeeded
73,METHANB8,31,31,0,first_order,0.0,0.004,3,4.118332327360423e-5,0.001,7,11,7,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,,"[4.227162863331476e-7, -1.2644912575126817e-5, 4.3605132056489767e-7, 5.658735137198991e-7, 2.702459609995152e-7, -1.146386248483493e-7, -4.88188829168379e-7, -3.3674874458146115e-6, -1.1654184929470282e-7, 1.6559541178650695e-5, -3.467508614798579e-7, -5.174687483137972e-7, -1.3587858255755328e-6, -2.5108245376224135e-6, -3.4741322406691335e-6, -6.901080606830232e-6, 2.095705788731717e-5, 5.0974498500377225e-6, -1.1468575776883792e-6, 1.1091475055135603e-6, 3.331499513667272e-6, 2.8948104077357404e-6, -1.915931872514744e-5, 1.7937106268716254e-6, 6.642799211140581e-8, 1.922619256083955e-7, 2.2827621818107608e-7, 2.2819010007699347e-7, 2.3300945034563847e-7, 2.5480109218932353e-7, 3.773751993557388e-7]",Solve_Succeeded
74,POWELLSQ,2,2,0,first_order,0.0,0.01,17,9.997656621054762e-8,0.001,55,25,58,0,0,29,0,0,21,0,0,0,0,0,0,0,0,0,0,,"[2.037139968710988e-8, 2.7649296926149064e-7]",Solve_Succeeded
75,ECKERLE4,3,35,0,max_iter,0.0,5.696000000000001,11077,876316.3296549692,0.01,11997,11128,11997,0,0,11149,0,0,11107,0,0,0,0,0,0,0,0,0,0,,"[0.0001575, 0.0001699, 0.000235, 0.00031019999999999827, 0.0004916999999544597, 0.0008709997305947024, 0.0017414427327128738, 0.004533792076907714, 0.006151505717418987, 0.008151382776576038, 0.00992572607794065, 0.010031196109514577, 0.007189607658145394, 0.0018646995270402787, -0.0011767034445289448, 0.0021768987958687186, 0.0019472204689431466, -0.00952240609647897, -0.010329859269095765, 0.010139620388199292, 0.01808633851270851, -0.001953045173991826, -0.0150199086010423, -0.010329484220574219, -0.0007554334783830816, 0.004974391743256907, 0.006505348989313856, 0.005748190167487656, 0.0022589292834578408, 0.0008799729466039048, 0.00045789998850326964, 0.00023449999999890477, 0.00015859999999999998, 0.0001143, 7.1e-5]",Solve_Failed
76,BT10,2,2,0,first_order,-1.000173678391302,0.004,6,4.3150953060733244e-5,0.0001,11,16,11,0,0,21,0,0,11,0,0,0,0,0,0,0,0,0,0,,"[8.474214283096825e-5, 8.474214283096923e-5]",Solve_Succeeded
77,BOXBOD,2,6,0,max_iter,0.0,22.319000000000003,57024,2.891177954053273e9,10.0,57077,57066,57088,0,0,57087,0,0,57045,0,0,0,0,0,0,0,0,0,0,,"[18.886739465238644, 6.752799220254982, -23.408663247514397, -8.953440625014498, 3.8271529954543424, 11.087063398949692]",Solve_Failed
78,DANIWOOD,2,6,0,max_iter,0.0,2.5389999999999993,6418,1.5245206308293291e6,0.01,8108,6471,8108,0,0,6492,0,0,6450,0,0,0,0,0,0,0,0,0,0,,"[-0.03611599609663646, 0.00984595415963511, 0.012589895738641516, 0.007358194854843743, 0.0366923051734799, -0.03683784278867118]",Solve_Failed
79,OSCIPANE,10,10,0,max_iter,0.0,0.097,157,6.567364976399156e11,0.1,652,199,1142,0,0,221,0,0,177,0,0,0,0,0,0,0,0,0,0,,"[-0.6567365129517303, 0.00038013847579542414, -0.0004988250803554906, 7.49527212625552e-5, 2.325600666104265e-5, -1.4357698517982146e-7, -1.9276518217470532e-5, 5.6443492608053605e-6, 1.1673896899942253e-6, 1.2306207911317774e-6]",Solve_Failed
80,HS26,3,1,0,first_order,7.248656921417546e-9,0.004,14,3.1423398293088527e-6,1.0e-5,20,26,20,0,0,32,0,0,20,0,0,0,0,0,0,0,0,0,0,,[-4.6809396812221334e-17],Solve_Succeeded
81,CERI651D,7,67,0,max_iter,0.0,20.386,16565,7.465748846092223e13,0.1,26927,16414,28931,0,0,16691,0,0,16546,0,0,0,0,0,0,0,0,0,0,,"[-0.41828263217914086, -0.3800215371563892, -0.3417616095975269, -0.3035085771179583, -0.26526486620722084, -0.2270435104231016, -0.1888598928794254, 1.2799230371708699, -0.11276355169251043, -0.07499647102243119, -0.03758963446872695, -0.0007686315093950693, 0.03513814991735795, 0.0696529741679938, 0.10212265696979644, 0.13167446375200761, 0.1572036322230189, 0.1773629488938506, 0.190599859725228, 0.19521964930467436, 0.18950251679051086, 0.1718576952348673, 0.1410076791121134, 0.09619120224105183, 0.03693922057241564, 0.9441982840593531, -0.12125565634572429, -0.21557095025909082, -0.3158239545698944, -0.4181827761439337, -0.5186377111499716, -0.6133398927552041, -0.6989175060905444, 1.8467042021745934, 0.14740994196577312, 0.1014906699350598, 0.06989120371054254, 1.4965437499719054, 0.7257966423760552, 0.7291618243149196, 0.06433239390362852, 0.7533186322227486, 0.7717359226815234, 0.7930223697817054, 0.17411467544403186, 0.20918169679031304, -0.7347924457026954, -0.6974515406265781, -0.6595421186755599, -0.6212841129525492, 0.3975976401658468, 0.4361821833373478, -0.5055831538553327, -0.46689576276789047, -0.4281893670408382, -0.38947327732422593, -0.3507523894762019, -0.3120291969092515, 1.1932626797233468, 0.7458364033101003, -0.1958552099163349, -0.15713015207126158, -0.11840505652196473, -0.0796799458168232, -0.040954829196362105, -0.0022297103340828328, 0.03649540935328073]",Solve_Failed
82,BT7,5,3,0,first_order,306.49873479607743,0.532,1441,1.726039870038487e-5,1.0000000000000002e-7,1495,1463,1495,0,0,1474,0,0,1452,0,0,0,0,0,0,0,0,0,0,,"[2.1195067476014732e-7, 1.528930642948549e-18, -6.37830349511385e-7]",Solve_Succeeded
83,HS9,2,1,0,first_order,-0.5000000000037517,0.002,3,2.624394615513559e-8,0.001,9,11,9,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,,[1.1445143270616409e-10],Solve_Succeeded
84,HS100LNP,7,2,0,first_order,680.630063570571,0.010000000000000002,19,2.698880173076688e-5,0.0001,24,29,24,0,0,34,0,0,24,0,0,0,0,0,0,0,0,0,0,,"[3.4409665485124032e-6, -2.7453743539246506e-5]",Solve_Succeeded
85,GENHS28,10,8,0,first_order,0.9272070553289554,0.002,2,2.220446049250313e-16,0.01,5,8,5,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,,"[-1.571816175997484e-5, -2.156015777503642e-5, -1.491463297216035e-5, -1.7776352907306406e-5, -1.7776352907309008e-5, -1.491463297216035e-5, -2.1560157775027747e-5, -1.5718161759983515e-5]",Solve_Succeeded
86,MGH10,3,16,0,max_iter,0.0,1.683999999999998,3146,5.258888437677035e-9,10.0,3271,258,3325,0,0,3210,0,0,3166,0,0,0,0,0,0,0,0,0,0,,"[34780.0, 28610.0, 23650.0, 19630.0, 16370.0, 13720.0, 11540.0, 9744.0, 8261.0, 7030.0, 6005.0, 5147.0, 4427.0, 3820.0, 3307.0, 2872.0]",Solve_Failed
87,BT5,3,2,0,first_order,961.7151659001804,0.005,6,7.629855911517325e-7,0.001,10,14,10,0,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,,"[-1.3489801076336307e-6, 1.6393195695976748e-6]",Solve_Succeeded
88,GROWTH,3,12,0,max_iter,0.0,4.541,10519,5.491084115162721e7,0.1,13204,10573,13209,0,0,10594,0,0,10552,0,0,0,0,0,0,0,0,0,0,,"[0.5551224860604556, -0.0873987259558998, -0.11581463486652523, -0.36415374052558686, -0.06286817068131316, -0.332833165820296, -0.1034456395707605, 0.00977762183442217, 0.5071018328583045, -0.1695653389887023, 0.32837968369581155, -0.15151003686816003]",Solve_Failed
89,POWELLBS,2,2,0,first_order,0.0,0.007,14,2.3914485111264678e-5,1.0e-5,27,28,27,0,0,35,0,0,21,0,0,0,0,0,0,0,0,0,0,,"[6.164120068194863e-12, 3.948121184006152e-7]",Solve_Succeeded
90,HS61,3,2,0,first_order,-143.64617627812933,0.006,9,1.7102135689839315e-5,0.01,12,15,12,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,,"[-6.358088787962327e-5, 4.900913169116755e-5]",Solve_Succeeded
91,PRICE3NE,2,2,0,first_order,0.0,0.003,5,2.844430012407578e-5,0.01,8,11,8,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,,"[1.6349404589377953e-7, 6.411147458982792e-7]",Solve_Succeeded
92,HS77,5,2,0,first_order,0.24150486200103144,0.005,10,1.8827885314466608e-5,0.0001,16,20,16,0,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,,"[1.5388814384991053e-6, -6.773013154545993e-8]",Solve_Succeeded
93,INTEQNE,12,12,0,first_order,0.0,0.004,3,1.2932903539532162e-9,0.0001,8,13,8,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,,"[0.0, 0.0, 1.741750094774524e-7, 2.50600896148587e-7, 3.073060619854706e-7, 3.3511612605209573e-7, 3.301254799134524e-7, 2.954932978576773e-7, 2.397519748518283e-7, 1.7201701343981169e-7, 9.552695238477778e-8, 8.836784135140643e-8]",Solve_Succeeded
94,ENGVAL2NE,3,5,0,first_order,0.0,0.011000000000000003,18,4.4132097146549374e-7,1.0e-5,31,32,32,0,0,39,0,0,25,0,0,0,0,0,0,0,0,0,0,,"[2.6670625422136227e-6, -9.006673003459495e-7, 3.650855153217682e-6, -3.484604532012478e-6, 2.914136530785993e-7]",Solve_Succeeded
95,HYDCAR20,99,99,0,max_iter,0.0,1.576999999999999,347,1.0680170733068568e12,0.01,503,380,2772,0,0,414,0,0,366,0,0,0,0,0,0,0,0,0,0,,"[0.021579010853485587, -0.0394951788426253, 0.021586243541678297, -0.10971718695656621, 0.008283567054786396, 0.008389066309992466, 0.003174757818654357, -0.0012163184552708662, -0.01146912355880185, -0.019387771307956707, -0.016264993463954547, -0.020927488651654995, 0.0063710016855522186, 0.004071035387893513, 0.0017204184838149517, -0.0009608625663545875, -0.004285001401551589, -0.007207562557726435, -0.008410824304532893, -0.0073652756472033605, -0.08458634711514557, 0.03706479042476496, -0.08457976638393468, 0.11117745935580531, 0.14710437584622935, 0.1466589863006926, 0.14719318759245567, 0.1442110263117627, 0.13313832776707535, 0.11445121915211778, 0.08851865579420781, 0.0202864926516351, 0.033019006212826586, 0.03245988217883493, 0.030251499646453135, 0.02608848168407949, 0.018448923245853184, 0.007494081739420282, -0.004936191026302446, -0.01568698210137212, -0.41666852811835403, 0.06531451720921151, -0.4166499488084013, -0.30935997923814856, 0.042070746493136114, 0.04205203560598575, 0.04318863401614055, 0.04266126495092207, 0.03872728362052987, 0.03455767148476674, 0.030951565312010043, -0.01591197343058132, -0.0096262708395912, -0.009670000216632597, -0.01034779301995457, -0.010507048319861644, -0.011058919343989232, -0.012503116493180318, -0.01536486140985408, -0.020580523483024412, -4.072927653588976e-5, 1.0, 1.0680170733069065, -0.000718734304406781, -0.00025648369672589074, 0.000935387759924982, 0.0001303653187881057, 0.0008804495981193382, -0.0015210447048167772, 0.011810658845165039, 0.01149093356887248, -0.004844429706204477, 0.0036315574228353233, 0.0007126502927259777, 0.00018830122547205174, 0.00032078794882579083, 0.0005695730583406286, 0.0013277939973937306, -0.006322983769327561, 0.0010166516974079642, 0.039836932486631504, 0.03983805405764231, -0.0028502043124005124, -0.0028525887698770337, -0.002852457970364325, -0.0023068439038717837, -0.0018130297504619286, -0.0010110946933612117, -0.0007981004848532791, -0.0018476637671429469, -3.020799007993669e-5, -0.0009580461765815572, -0.0007850623539669719, -0.0004073790534589605, -0.0001645108120049721, 7.426126866723912e-5, 0.0002681947159183354, 0.00034348290948381637, 0.0002724393252726039]",Solve_Failed
96,HS39,4,2,0,first_order,-1.0000536242138327,0.006,10,4.844063220321715e-6,1.0e-5,16,22,16,0,0,28,0,0,16,0,0,0,0,0,0,0,0,0,0,,"[2.652409616258391e-5, 2.6524096162583883e-5]",Solve_Succeeded
97,OSBORNE2,11,65,0,max_iter,0.0,8.959999999999999,13170,4.720549412002129e6,0.01,14402,13221,14411,0,0,13242,0,0,13200,0,0,0,0,0,0,0,0,0,0,,"[0.05365491815653696, -0.02744189559617045, -0.020016421181815826, -0.03976853412953334, 0.010517834785207156, -0.030023339462422808, -0.0253335080510726, 0.04258347335366864, 0.02668209507803368, 0.0039044342825951825, 0.05621766875316111, 0.013658346004992928, -0.03961960539930327, 0.01870238232305461, -0.014851671847906122, -0.02452424487983521, -0.032315114271708946, -0.014995915002899757, 0.0018488422013153965, 0.06675455064117101, -0.014713293503788798, -0.01806462310203754, 0.028003315305763284, -0.01550156014554449, -0.022958749018874444, 0.03279615735825278, 0.008432940567341235, -0.015878667232585627, -0.007441338491809828, -0.009971579753904823, 0.030486846115081977, -0.013324960057262589, -0.012744795164970955, -0.011029882397168714, -0.0011762519635889945, 0.020277091944814692, 0.01644669498232041, 0.005285105904736386, -0.0022850985196892107, -0.040315983879998046, 0.009112770687531795, 0.001713718505560425, 0.002683045647055846, 0.011282041941099274, 0.0033409890070211193, 0.025717186212203494, -0.04827678303706586, 0.001532304477573908, 0.00361651653393593, 0.01943771359011962, 0.0018682940714010731, -0.022037682105869264, 0.0013601191481282676, -0.008427476153019333, 0.054059614849068946, -0.021479092178222522, -0.02178798363450433, -0.005884797551929052, -0.01660516224054906, 0.03944731878017899, 0.014649865018920166, 0.0018961239492417835, -0.02582776179038727, -0.015159724369440531, -0.01060147559702247]",Solve_Failed
98,ARGAUSS,3,15,0,first_order,0.0,0.005,4,8.751803550451423e-7,0.0001,9,14,9,0,0,19,0,0,9,0,0,0,0,0,0,0,0,0,0,,"[2.714688388677873e-5, -3.25230124992469e-5, -3.0303571095130595e-5, 4.5948065692334305e-6, -2.493074331764865e-5, 2.007533652733867e-5, 2.5266966481487714e-5, -5.1426723724474744e-5, 2.5266966481487677e-5, 2.007533652733863e-5, -2.493074331764869e-5, 4.594806569233403e-6, -3.0303571095130602e-5, -3.25230124992469e-5, 2.714688388677873e-5]",Solve_Succeeded
